SourceIPAddress,DestinationIPAddress,SourcePort,DestinationPort,Protocol,PacketLength,PacketType,TrafficType,Alerts_Warnings,SeverityLevel,LogSource,AttackType
42.157.106.39,73.87.7.157,32893,6975,1,1112,0,1,0,1,0,2
47.250.120.5,122.148.119.102,54355,14387,2,450,0,2,0,2,0,2
132.25.247.186,41.185.24.111,42777,21109,2,504,0,1,0,1,0,2
83.102.233.189,125.173.235.188,38203,4776,0,733,0,1,0,1,1,1
33.177.143.254,179.158.106.171,25558,5730,1,1212,1,1,0,1,1,1
124.244.59.12,156.123.120.56,47256,12097,2,1092,0,1,0,2,1,0
38.76.73.51,222.197.0.45,52998,21714,1,1493,1,0,0,0,0,2
171.66.2.118,135.226.41.81,57573,3658,2,150,0,0,0,0,0,2
160.204.249.236,12.247.62.79,61471,44093,0,515,1,1,0,2,1,1
13.208.49.197,217.254.205.41,15975,46498,1,303,0,2,0,1,0,2
68.230.251.242,124.250.101.88,45428,5481,1,500,0,1,0,0,0,0
20.106.237.150,173.129.47.69,20537,16294,2,814,1,1,0,1,0,0
65.40.42.24,152.250.17.165,5404,64258,0,714,0,1,0,2,1,0
210.149.189.75,165.212.58.89,23531,19568,2,616,1,1,0,0,1,2
112.206.253.172,57.56.171.206,41431,63133,1,720,1,0,0,1,0,1
4.75.148.184,51.29.204.158,45440,47468,1,1186,1,2,0,2,0,0
191.61.131.73,50.87.144.104,28620,19556,0,310,0,0,0,0,0,1
186.30.170.117,219.88.36.78,46511,37432,2,1010,1,0,0,0,1,2
75.14.185.152,179.122.182.18,38452,2224,2,1194,1,1,0,2,0,0
51.149.237.246,146.22.211.124,11109,4368,1,635,0,2,0,0,0,1
176.73.215.241,135.83.10.139,27658,16339,1,1105,1,1,0,2,0,0
43.205.166.169,211.52.28.148,62552,45037,0,953,1,0,0,0,0,0
2.17.141.214,125.127.227.134,8081,62072,1,1287,1,0,0,0,1,1
105.79.146.63,87.114.242.118,58794,65416,0,148,0,2,0,0,0,1
166.106.212.42,130.154.87.233,34437,59346,0,412,0,0,0,0,0,0
117.240.235.17,172.225.130.50,34436,19589,1,311,1,1,0,2,0,0
121.225.133.86,172.153.99.65,44573,50720,1,915,0,1,0,1,1,1
16.58.7.59,69.225.219.5,6054,8778,1,373,1,1,0,1,0,0
25.154.229.69,93.18.162.218,63603,40709,2,852,0,0,0,0,1,2
147.231.6.123,78.140.6.71,59908,42566,1,619,1,2,0,2,0,0
123.16.3.168,220.225.78.6,10564,4158,2,507,1,2,0,0,1,1
136.8.73.150,212.102.193.138,6559,55796,2,740,1,1,0,0,0,2
76.162.169.28,110.216.93.208,42354,40982,1,1424,1,2,0,2,1,0
71.217.13.239,60.116.137.168,55252,49986,2,294,0,1,0,2,0,1
216.64.177.223,90.249.90.199,53925,58671,0,831,0,0,0,1,1,2
57.31.115.69,37.58.97.20,47413,22204,1,1312,1,2,0,0,1,0
221.55.166.202,2.104.160.217,58005,1802,2,1432,1,2,0,0,0,1
217.253.138.23,52.29.18.158,5977,17515,2,651,1,2,0,2,0,0
135.111.238.252,65.220.169.74,17235,39343,0,1056,0,0,0,2,1,0
84.153.188.40,44.46.163.67,41850,1818,0,465,1,2,0,0,0,1
47.14.27.249,167.84.25.130,52891,61133,1,1006,0,2,0,2,1,0
7.112.108.150,144.246.70.47,1274,10862,1,542,1,0,0,1,0,1
75.106.83.240,166.73.105.139,28956,57719,2,988,1,0,0,0,1,2
140.105.217.112,43.166.131.14,10660,56334,2,408,0,1,0,1,1,0
102.106.123.210,61.224.226.85,7699,28179,1,363,0,2,0,2,1,2
144.24.19.211,64.148.15.127,21756,37653,1,142,0,2,0,2,1,2
169.31.241.20,24.99.23.63,38002,25990,1,1084,0,0,0,2,0,2
102.176.60.160,124.219.31.70,58468,20401,1,358,1,1,0,2,1,0
22.197.253.25,124.44.226.213,10896,44275,0,669,0,0,0,2,0,2
130.178.113.221,192.175.132.60,55027,25953,0,715,0,0,0,0,1,0
106.25.44.29,62.172.195.81,14305,21725,0,956,1,0,0,1,1,2
185.117.24.87,181.163.211.230,59339,51423,2,416,1,1,0,0,1,1
145.123.229.162,51.248.234.92,6800,50380,0,1094,1,2,0,2,0,0
124.183.0.232,176.64.59.29,49490,53203,0,804,0,1,0,0,1,1
33.4.127.59,55.19.101.217,16560,16571,0,1422,1,0,0,1,0,1
17.211.61.155,182.176.70.147,14642,19671,2,641,1,1,0,2,0,1
220.139.155.113,181.109.124.254,13925,6777,2,213,0,2,0,2,0,0
86.98.61.33,220.189.50.0,9830,3738,2,697,1,2,0,1,1,1
176.216.46.45,68.123.143.39,62004,5863,2,583,1,1,0,1,0,1
84.86.43.188,4.112.128.52,9729,13126,1,535,1,2,0,0,1,1
158.160.239.83,89.157.101.12,55628,21188,2,100,0,2,0,1,1,2
28.187.218.119,201.215.57.5,42506,33119,1,823,0,2,0,0,0,1
1.250.135.240,100.178.203.91,62749,26977,2,257,0,1,0,1,1,1
196.141.23.3,87.4.107.109,8385,41214,1,343,1,2,0,0,0,2
98.10.157.49,54.103.77.55,21914,2227,2,388,1,2,0,2,0,2
205.189.191.33,218.14.135.120,55997,49157,0,541,1,2,0,1,0,2
156.2.70.100,167.141.139.80,62077,4439,1,1305,1,0,0,1,1,1
138.247.79.211,5.165.9.24,57927,50697,2,67,1,0,0,2,1,2
118.92.53.109,58.112.55.35,25542,30616,1,1094,1,1,0,2,0,0
205.100.74.161,57.14.116.224,29669,50718,2,1373,1,1,0,1,1,0
159.231.31.26,43.60.14.226,49574,58760,0,1491,1,2,0,1,1,0
26.167.222.93,30.29.48.64,43575,12907,1,1150,0,1,0,2,0,2
33.87.226.87,69.204.78.220,35833,11414,0,879,0,2,0,2,1,2
124.222.54.52,162.44.1.39,42714,59901,2,563,0,1,0,1,1,0
142.215.152.64,145.1.24.233,49916,3052,1,1086,0,0,0,0,0,0
49.251.193.222,187.226.131.164,27774,55859,1,113,0,1,0,1,0,2
182.180.19.118,10.88.169.100,4133,4575,1,160,1,0,0,0,0,0
85.74.35.132,25.27.55.153,54154,32084,0,1030,1,2,0,0,1,2
158.131.212.14,212.123.96.216,13697,33956,1,468,0,0,0,1,0,2
54.107.73.248,133.66.225.231,50373,26100,1,1337,1,0,0,0,0,1
68.31.199.41,45.79.222.233,8204,64388,1,852,0,2,0,1,1,0
10.222.36.70,68.38.152.71,30176,60202,0,782,1,0,0,1,0,2
154.226.131.23,157.30.161.141,11201,51246,1,578,1,2,0,2,1,2
154.232.142.149,198.192.55.1,2973,20252,1,1101,0,0,0,2,0,2
178.239.128.206,201.65.188.2,56329,23827,1,176,0,0,0,1,0,1
202.164.181.213,107.85.95.252,33465,35383,2,513,1,1,0,1,1,0
71.239.113.215,55.93.220.213,28841,10788,1,1034,1,0,0,0,1,1
111.180.248.75,131.151.171.148,64261,40740,1,1315,1,1,0,1,1,2
36.136.63.118,221.2.249.75,2539,63728,2,186,0,1,0,1,0,0
144.120.196.136,132.252.39.191,7324,49830,1,1437,0,2,0,0,1,2
166.136.32.188,75.206.0.135,57343,60375,2,1432,0,0,0,1,0,1
72.95.166.114,151.101.173.45,60771,59034,0,1124,1,1,0,2,1,0
120.149.249.188,31.243.12.47,50778,51539,1,524,0,1,0,1,1,1
5.152.61.76,222.156.60.217,38625,35980,2,590,0,0,0,2,1,0
69.200.82.5,87.119.204.207,45519,37515,1,911,0,2,0,2,0,2
27.25.84.13,35.95.247.173,22483,37610,2,258,1,1,0,2,0,1
111.149.95.57,80.84.244.235,13503,52919,0,1230,1,2,0,1,0,0
84.137.202.15,143.92.60.89,1419,29711,1,1368,1,2,0,0,1,1
22.98.30.231,196.51.98.37,51414,5055,2,635,1,1,0,1,0,0
222.56.66.99,164.129.243.198,38937,40639,1,837,1,0,0,1,1,2
103.252.240.76,138.188.251.201,24698,43114,1,1003,1,1,0,1,1,0
197.144.125.165,143.29.160.178,48056,20260,0,459,0,1,0,1,1,1
69.214.37.123,41.193.32.153,22179,52142,0,1450,1,2,0,0,0,2
89.1.111.56,55.62.178.50,24516,55382,0,547,1,0,0,2,1,0
98.152.31.74,55.30.9.220,22806,39872,0,328,0,0,0,2,1,1
18.114.3.176,183.77.145.48,17461,25356,1,1279,0,0,0,2,0,2
115.208.169.80,145.0.196.30,17389,62489,2,701,0,2,0,0,1,1
132.10.78.153,13.231.66.57,16209,8572,0,157,1,2,0,0,1,1
114.143.13.167,139.162.36.77,65410,23378,0,1497,1,0,0,2,1,2
110.54.99.158,27.232.49.180,43822,7117,2,348,1,2,0,1,0,0
155.177.5.53,215.197.186.180,26816,7824,0,203,0,2,0,1,0,2
54.225.53.239,119.172.205.81,49991,52005,2,182,1,2,0,1,1,0
218.4.178.94,70.160.170.18,61306,32653,1,537,0,2,0,1,1,2
73.99.218.98,34.50.128.144,55552,40541,2,1161,1,1,0,1,1,1
183.240.143.135,148.35.57.117,2755,27995,0,1478,1,0,0,2,1,2
23.203.59.161,132.199.119.90,61847,32112,2,1281,0,1,0,1,1,1
72.153.67.119,87.187.179.143,40490,31759,2,1439,0,2,0,2,1,2
62.34.253.174,202.14.44.22,39009,20065,2,1093,0,2,0,0,0,0
63.109.118.83,2.184.208.167,36694,5847,2,1161,0,1,0,1,0,0
16.100.222.109,74.86.64.23,1133,17623,1,1192,0,2,0,2,1,0
95.219.86.207,205.25.191.72,33468,45308,2,1295,1,2,0,2,0,1
55.189.213.133,61.232.58.129,56936,4581,2,124,1,1,0,2,1,0
195.108.75.243,138.235.167.184,38178,56961,1,959,0,0,0,0,0,1
68.134.209.236,173.64.159.179,53022,64816,1,1144,0,1,0,1,1,0
170.198.80.38,147.40.134.114,52412,61889,2,1416,1,0,0,0,0,0
17.154.214.232,219.208.1.137,1542,36505,0,992,0,0,0,2,0,1
77.27.139.218,178.192.192.186,7169,56751,1,1046,1,2,0,1,1,2
111.145.68.163,74.237.249.162,4829,4505,1,1205,1,1,0,2,0,2
154.224.193.36,65.248.223.69,49245,23740,2,616,1,0,0,0,0,2
93.64.171.118,183.184.203.195,64751,19076,0,550,0,2,0,2,1,1
153.157.140.243,175.189.111.126,54505,46043,2,362,1,1,0,1,1,0
135.102.204.146,116.15.39.89,40956,54707,0,950,1,2,0,1,1,0
141.133.213.127,221.141.126.11,43265,2205,0,1073,1,0,0,2,1,1
158.182.27.21,3.235.188.56,31122,60719,0,100,0,0,0,2,0,0
194.184.66.210,66.97.94.7,51978,5029,1,468,0,1,0,2,0,2
125.219.123.65,59.48.88.157,3485,21113,0,778,1,2,0,0,1,1
66.110.87.227,16.193.196.100,20954,55271,0,313,0,0,0,2,0,0
113.187.208.105,57.60.1.94,24728,64228,0,791,0,2,0,1,0,1
213.209.192.209,158.100.175.20,19026,34257,0,927,0,1,0,1,0,2
29.76.207.193,120.25.225.218,23414,53153,0,607,0,1,0,1,0,2
16.24.208.17,147.139.160.113,2852,49524,0,979,1,0,0,0,0,2
138.94.222.159,43.138.115.171,14466,63084,2,453,0,2,0,2,1,2
90.36.42.14,85.161.124.16,55169,51547,1,533,1,2,0,1,1,0
17.209.108.221,76.204.88.62,56605,35822,1,1215,0,1,0,2,1,2
219.83.233.177,131.212.221.4,12839,35559,2,349,0,2,0,0,1,1
177.230.29.61,26.222.2.33,20269,57437,2,72,0,2,0,0,0,0
129.254.17.69,177.60.119.155,15952,11647,2,334,0,0,0,0,1,0
202.29.83.69,52.23.239.3,56350,45057,0,1043,0,2,0,0,0,1
82.58.128.251,3.203.144.81,28318,28447,0,634,0,2,0,0,1,2
141.49.138.83,83.115.190.38,26623,38962,0,948,1,0,0,2,0,2
24.14.75.252,177.54.82.175,4957,19403,2,962,1,1,0,0,1,0
98.3.162.39,70.204.238.103,38651,55506,0,479,1,2,0,2,1,2
205.104.137.76,205.111.189.219,28487,44405,1,167,0,2,0,2,0,1
117.193.47.133,68.110.163.57,15883,5403,2,835,1,2,0,0,0,0
21.48.3.230,197.89.113.74,30332,57869,2,1447,1,2,0,2,1,2
70.195.230.208,16.197.39.35,58431,28745,2,813,1,2,0,2,1,1
222.155.128.162,90.71.220.57,49384,60756,0,389,0,0,0,0,0,0
96.76.0.89,111.16.251.119,5512,60046,2,792,0,2,0,2,1,0
89.72.41.50,183.49.207.12,35637,23121,1,1308,0,1,0,2,0,2
92.195.37.68,74.228.134.150,25132,9269,0,108,1,2,0,1,0,0
120.80.115.91,218.42.210.250,47194,38787,0,866,1,2,0,1,0,0
186.126.24.80,192.227.51.35,21659,52199,2,496,1,1,0,1,1,0
18.187.79.247,142.220.81.199,18996,46033,1,908,1,0,0,0,1,0
77.38.184.219,162.227.195.221,27862,53751,2,1094,0,2,0,1,1,1
104.230.39.118,106.45.35.168,6228,5114,1,524,1,0,0,2,0,1
118.202.44.233,113.205.158.152,34555,45786,2,733,0,0,0,1,1,0
22.95.16.237,9.158.194.101,36847,22682,1,1396,0,1,0,1,0,0
166.232.25.129,222.214.51.206,30855,60125,2,93,1,1,0,2,1,2
22.57.211.74,36.41.230.206,53878,9479,2,211,0,1,0,0,1,1
17.106.20.195,175.123.23.66,13148,34014,0,1079,0,1,0,0,1,0
59.177.35.66,22.145.136.26,28754,37283,0,679,1,1,0,2,0,0
130.209.25.178,199.227.34.69,18350,16881,1,514,0,1,0,2,0,0
123.214.92.124,183.13.90.148,29449,17915,0,1368,1,2,0,2,0,2
136.169.59.215,208.52.148.106,27268,22934,2,1242,1,1,0,1,1,0
214.112.71.127,204.142.158.92,22987,26574,0,553,1,2,0,1,1,1
154.218.52.247,201.129.80.209,34952,58750,0,828,0,0,0,2,1,2
21.255.54.152,90.166.246.3,20649,52074,0,586,1,1,0,2,1,1
141.197.69.36,218.243.48.42,32323,20084,2,1111,0,2,0,0,0,1
114.220.138.195,221.39.243.244,55745,29056,1,616,0,1,0,0,0,0
90.255.18.159,99.12.20.55,47233,49137,1,183,1,0,0,1,1,0
86.107.72.99,162.38.31.212,29829,57837,2,1094,1,0,0,2,1,0
184.249.182.168,150.111.209.156,24684,37803,0,967,1,2,0,1,1,0
176.116.223.156,20.238.2.151,46067,20671,0,628,0,1,0,0,1,1
47.240.172.26,71.108.117.62,10410,62315,1,213,0,2,0,2,0,0
211.214.145.232,144.1.171.198,16527,53964,0,1311,1,2,0,0,1,0
95.53.139.24,79.130.119.20,59868,4570,1,1222,1,1,0,0,1,1
72.221.102.160,61.236.14.89,65040,16576,1,392,1,1,0,1,1,0
114.171.52.122,111.243.223.35,9393,22624,1,917,0,2,0,0,1,1
77.88.236.226,157.91.45.157,14475,15371,1,478,1,1,0,1,1,0
154.125.1.193,211.182.5.106,14690,31736,0,260,0,2,0,2,1,2
42.228.60.73,54.84.112.194,32712,44008,0,842,0,2,0,1,0,2
135.202.73.59,74.184.28.2,28989,23271,0,1026,1,1,0,0,0,2
1.184.50.105,47.235.118.27,11513,21250,2,208,1,2,0,0,0,1
216.249.178.37,45.80.12.186,5318,23910,1,373,0,1,0,0,0,0
157.240.30.107,139.151.148.123,25261,45475,1,1244,0,0,0,0,1,1
189.48.63.77,183.62.62.25,46186,39803,0,1366,0,0,0,2,1,2
61.177.146.117,203.195.64.131,34402,9997,1,817,1,2,0,1,0,1
1.137.245.81,217.178.243.96,61085,43109,0,531,0,2,0,0,1,0
132.125.45.241,22.162.227.199,33880,12716,1,1403,0,2,0,0,0,2
154.117.20.103,54.199.80.169,16970,57732,1,1204,0,1,0,0,0,1
146.38.130.125,212.73.184.47,47016,35414,1,958,0,1,0,1,1,0
130.20.100.118,15.79.62.125,25224,51026,1,119,0,2,0,0,0,2
19.198.124.149,148.153.11.98,31177,28883,1,799,0,0,0,0,1,0
196.61.85.95,4.126.8.20,10608,54074,1,233,0,2,0,0,1,0
121.221.208.12,211.185.205.23,24808,26282,1,730,0,1,0,1,0,1
113.7.26.29,216.215.67.192,13524,42224,1,1109,1,0,0,1,0,0
3.102.125.21,22.135.239.153,44605,47207,2,837,0,2,0,1,0,0
119.216.105.2,21.73.51.130,44183,32958,1,288,0,1,0,2,1,2
24.85.102.41,114.3.234.138,10299,33163,1,1387,1,2,0,1,1,2
57.91.223.228,116.202.75.9,25133,9293,1,504,1,2,0,1,1,2
163.122.64.141,144.63.157.219,55251,38823,0,962,1,0,0,1,0,0
31.120.156.165,167.44.168.81,51877,21556,0,264,0,0,0,1,1,2
80.95.40.36,5.67.125.145,55533,26892,0,1063,0,1,0,1,1,1
223.17.54.164,211.201.113.249,22647,64021,1,768,0,0,0,0,0,2
223.44.80.212,140.232.150.61,24806,18768,1,214,0,1,0,0,1,1
141.101.191.66,87.148.3.46,60987,28061,1,1447,1,0,0,2,1,0
140.184.41.78,146.167.179.76,17056,31921,1,429,0,2,0,1,1,2
211.110.215.210,61.202.138.156,29505,55152,2,1213,0,1,0,0,1,2
13.170.6.53,51.109.199.4,11043,41975,0,1139,0,1,0,1,0,2
49.159.86.178,104.120.233.8,34951,56647,1,978,1,2,0,2,0,2
46.88.76.252,185.188.20.182,12166,40597,0,1312,0,0,0,0,0,2
220.135.142.252,160.234.170.95,43086,36010,1,1225,1,1,0,1,1,1
185.41.132.179,161.64.186.66,62264,35801,1,648,1,1,0,1,1,0
128.2.80.107,61.32.188.165,32067,36434,1,448,0,1,0,0,1,2
2.214.199.144,176.149.26.18,61138,57467,1,204,0,0,0,0,0,1
156.242.232.127,201.235.240.60,64572,55627,2,613,0,1,0,2,0,0
26.39.86.163,104.182.212.111,54961,43553,2,1268,1,2,0,1,0,2
134.86.29.184,62.53.74.73,25017,44653,1,573,1,2,0,2,0,2
218.114.100.99,40.197.40.133,15575,13916,0,669,1,0,0,2,1,2
133.251.6.48,99.62.255.216,9500,18273,0,114,0,2,0,1,1,0
164.249.35.32,150.44.239.192,42741,29336,1,375,1,0,0,1,0,1
3.24.55.32,77.135.78.21,64888,21837,2,235,0,2,0,1,1,2
28.147.135.122,150.211.112.14,44823,45049,2,580,0,0,0,1,0,2
28.186.17.40,100.255.118.23,35415,6250,1,150,0,1,0,0,1,0
51.164.84.109,166.157.44.142,52952,17026,1,210,1,1,0,1,1,0
34.66.239.6,135.92.133.57,12964,56532,2,484,0,2,0,2,0,0
218.85.186.62,218.241.60.255,2423,15614,0,907,1,2,0,1,1,0
62.28.226.247,218.238.207.70,7603,47133,1,572,1,0,0,2,1,0
14.46.20.178,5.219.203.98,10020,25048,2,270,1,1,0,2,0,0
44.143.132.160,107.15.224.19,1960,34288,2,1117,0,2,0,1,0,2
13.100.233.234,219.86.190.195,15031,27193,2,1220,1,0,0,0,0,1
143.233.181.85,107.146.5.56,62176,57985,1,870,0,2,0,0,0,0
94.106.2.43,150.90.37.199,43528,61801,1,607,0,1,0,2,1,1
108.5.249.245,38.156.8.67,27933,33697,2,770,1,1,0,1,0,0
110.99.59.7,132.60.247.35,21807,34218,2,660,0,0,0,1,0,2
151.244.6.157,42.231.194.119,57001,55154,0,1080,0,2,0,1,1,1
84.131.138.202,220.167.53.219,35740,2745,2,495,1,2,0,1,1,1
97.254.255.247,202.49.50.66,53119,62454,2,1367,0,0,0,2,1,1
125.112.77.202,60.13.239.51,25396,10952,1,1427,1,1,0,0,1,2
6.252.174.91,133.185.42.157,55465,65286,1,257,0,2,0,0,0,0
21.219.2.221,93.47.147.100,1176,46740,1,1500,0,0,0,0,1,1
174.190.237.50,198.170.21.153,36715,20360,2,82,1,1,0,1,0,2
9.222.26.90,75.26.250.31,16582,59725,0,319,0,2,0,0,0,0
218.114.211.202,180.21.248.117,28545,22517,1,483,1,1,0,2,0,2
133.211.223.249,71.64.234.22,17851,21471,0,1122,1,1,0,2,0,2
210.162.63.118,59.239.123.141,58956,43982,1,531,1,0,0,2,1,2
90.54.228.67,128.222.2.185,40693,38205,1,465,0,0,0,1,1,2
77.119.197.155,182.182.13.59,19852,18094,1,348,0,2,0,0,0,2
42.4.146.221,110.103.193.34,11423,59138,1,683,0,0,0,0,0,0
148.67.234.236,43.216.247.159,37726,60159,0,683,1,1,0,0,0,1
10.177.130.11,218.22.25.29,62538,13912,0,466,0,0,0,1,1,2
183.4.12.141,170.15.132.240,41719,46264,0,430,0,1,0,1,0,0
208.113.127.69,10.162.74.195,38612,23843,0,533,1,1,0,1,1,2
168.225.11.247,72.14.130.8,10016,38138,0,916,1,1,0,2,0,2
186.65.90.34,136.210.164.222,8685,41645,0,338,1,0,0,1,0,1
93.59.217.77,2.27.134.109,32999,21590,0,1302,1,0,0,0,1,2
173.17.184.189,111.239.101.219,22813,19094,1,889,1,0,0,1,1,0
214.26.133.210,2.210.173.66,39902,3923,1,1258,0,1,0,1,1,2
170.194.63.175,174.39.138.35,21274,35121,2,408,1,1,0,2,1,0
12.11.116.130,101.70.165.251,3345,25307,0,839,1,1,0,0,1,2
190.74.57.247,78.187.94.58,25789,49038,1,1283,1,2,0,0,1,0
81.70.37.26,72.19.89.94,38688,49699,2,175,0,0,0,2,0,1
31.50.131.149,148.182.9.245,1876,1817,0,378,1,2,0,0,1,1
43.88.88.106,218.197.112.219,61130,40445,0,588,0,2,0,0,0,2
97.161.158.221,164.243.202.141,58357,32588,1,1217,0,1,0,1,1,2
51.201.87.133,99.172.11.46,63576,51138,1,723,1,0,0,0,0,2
213.6.140.228,167.62.142.199,60659,38329,1,390,1,1,0,1,0,2
181.188.49.201,178.152.93.110,50939,20180,0,1497,0,2,0,1,1,0
9.163.98.18,59.16.35.38,55186,47176,1,1234,1,0,0,1,0,1
222.79.73.128,34.219.125.64,49209,44499,2,133,0,0,0,0,1,2
146.79.17.30,169.61.56.247,31602,50698,1,1361,1,2,0,2,0,0
201.72.209.148,49.230.246.136,37893,17356,0,1310,1,0,0,0,0,2
67.28.198.111,52.181.118.251,54374,17202,0,1134,0,1,0,1,0,2
8.189.188.93,21.6.78.213,9960,12371,2,1093,1,0,0,2,1,0
129.226.220.223,94.221.252.213,32146,35508,1,543,1,1,0,1,1,1
61.88.238.173,139.12.176.114,4017,2655,0,372,0,1,0,0,1,1
124.66.99.165,199.210.242.219,60887,21262,2,519,0,2,0,1,0,2
74.227.143.169,48.26.92.224,4378,23294,0,921,1,2,0,2,1,1
180.10.46.52,101.253.51.247,37911,33282,1,564,0,1,0,1,0,0
91.65.171.104,134.130.33.222,31393,32344,0,882,0,1,0,2,0,1
50.51.156.197,220.130.134.160,30065,39140,2,1498,0,1,0,1,0,2
46.33.68.2,12.31.215.119,56030,10830,1,255,1,0,0,1,1,0
118.36.177.171,126.140.222.3,13004,31905,1,536,1,2,0,2,0,1
134.193.92.115,147.219.210.153,48352,3006,1,1110,0,2,0,2,0,1
87.178.198.3,189.44.106.246,35701,2103,2,259,1,2,0,0,1,2
112.141.191.75,135.164.20.3,54692,31581,1,460,1,2,0,1,1,2
97.159.214.47,124.250.131.255,4732,12135,1,65,1,0,0,0,0,1
130.248.13.201,137.46.232.113,7466,53950,2,908,1,0,0,2,0,2
148.142.32.217,59.23.190.16,23167,13314,2,259,0,0,0,0,0,1
71.73.149.129,203.200.19.48,22435,60551,1,1100,1,0,0,0,0,1
139.78.164.112,112.207.12.254,62284,1380,2,1309,1,0,0,0,0,0
210.208.176.156,148.133.226.192,43563,59362,0,147,0,0,0,0,1,0
166.243.219.32,5.193.158.106,23055,63268,1,1092,1,1,0,1,0,2
74.169.34.147,44.179.221.188,3428,38541,0,874,0,2,0,1,1,1
36.213.114.139,25.176.247.70,1556,32396,2,529,0,2,0,2,0,2
105.170.139.61,92.12.111.246,24667,15003,0,1394,0,1,0,0,1,0
198.48.40.93,110.152.116.16,37135,45094,2,1486,0,1,0,1,0,2
198.67.194.45,160.107.205.17,46191,12224,2,549,1,2,0,2,1,2
171.70.13.158,16.51.113.158,44493,14054,0,1130,1,1,0,2,1,0
138.244.31.193,93.179.195.203,55626,22797,0,246,1,1,0,0,1,0
161.20.198.228,116.93.221.152,28496,62198,1,212,0,2,0,1,0,0
79.131.26.100,93.170.211.123,47440,10401,0,210,0,2,0,2,0,1
139.236.232.30,188.10.27.97,4894,3617,0,1362,1,0,0,2,1,2
42.15.238.35,12.134.34.32,42726,20553,0,635,1,2,0,1,1,0
16.0.197.28,201.69.109.34,39105,18515,2,846,0,0,0,0,1,0
12.247.193.194,18.184.159.173,55581,45524,2,1157,1,1,0,2,0,0
167.31.30.25,145.131.193.85,3558,45846,1,1423,0,0,0,1,0,1
156.50.218.89,70.238.158.121,53501,39739,2,894,1,2,0,0,0,1
128.188.144.132,53.172.41.48,14898,57967,0,956,0,1,0,2,1,2
180.10.181.115,22.163.37.43,17622,53814,0,110,1,2,0,2,0,1
46.221.234.113,165.88.48.132,3530,3573,1,819,0,2,0,2,1,1
215.190.95.151,26.122.84.37,22297,20305,0,819,1,0,0,1,0,1
125.16.88.114,74.210.25.214,47247,47659,0,1480,0,0,0,1,0,0
15.39.132.162,8.202.109.216,47634,62459,1,845,0,0,0,2,1,2
133.102.88.90,13.98.6.237,19131,49716,0,907,1,1,0,1,1,2
199.150.141.255,203.79.216.242,55676,33280,2,323,0,1,0,2,0,0
10.244.14.15,152.115.86.197,37038,39219,0,1255,0,2,0,0,0,1
122.15.10.51,105.85.29.135,6963,22983,2,143,0,1,0,2,1,2
129.250.191.228,145.222.161.146,44162,49651,0,796,0,1,0,1,0,2
80.101.164.17,108.200.201.234,15438,26157,0,261,0,2,0,1,0,2
68.157.17.146,136.7.126.123,48060,20719,0,188,1,0,0,1,0,1
15.2.57.154,109.78.106.79,38615,36051,2,492,0,1,0,2,0,0
23.93.215.208,55.10.198.132,47924,17017,2,923,1,1,0,2,1,1
197.139.168.56,15.22.57.94,20215,49987,1,1150,0,2,0,1,0,2
32.50.177.231,41.141.27.162,53118,39994,0,749,0,1,0,0,1,0
26.86.103.12,55.138.202.15,53374,13619,2,215,0,0,0,0,0,1
160.253.7.144,90.175.232.142,23158,50615,0,560,1,2,0,1,0,1
53.127.107.167,23.86.167.235,17381,45111,2,607,0,2,0,2,0,1
177.201.82.55,182.47.151.164,57408,22857,0,1164,0,2,0,2,1,0
24.85.154.226,45.56.157.57,57622,51547,1,591,0,0,0,0,0,0
181.160.47.95,93.90.76.253,5655,5439,0,524,1,2,0,1,1,1
118.217.84.167,58.112.29.55,45730,36082,0,671,0,1,0,2,1,2
24.138.194.54,207.163.190.228,12280,5014,0,684,1,2,0,0,1,0
86.15.188.59,102.14.223.158,52033,29916,1,1036,0,1,0,2,0,2
187.181.59.24,173.245.157.212,50188,3827,0,1085,0,1,0,0,0,1
73.16.41.231,89.135.191.192,5712,10745,0,370,1,0,0,0,0,0
38.199.208.209,22.154.210.135,57645,51242,0,869,1,2,0,2,1,0
47.100.228.111,174.148.29.202,2978,33113,0,132,1,0,0,0,1,0
129.231.156.10,162.40.13.222,43923,62864,1,824,0,0,0,2,0,1
2.36.43.197,101.130.147.10,63321,28049,0,922,1,0,0,0,0,2
77.148.217.109,44.177.227.252,53105,64954,2,603,1,2,0,2,1,2
57.116.212.202,49.65.125.239,12847,35378,0,93,0,1,0,2,0,0
169.6.254.184,128.177.56.48,60749,38252,2,341,1,1,0,0,1,1
185.53.120.216,62.156.63.87,12623,9700,0,1211,0,0,0,0,1,2
152.154.82.107,88.89.171.77,60832,27267,2,1409,0,0,0,2,0,1
73.7.163.224,24.103.96.237,22556,12174,0,1095,1,0,0,2,0,0
70.47.90.42,92.9.218.123,64582,33016,1,878,1,2,0,1,1,2
185.127.116.48,98.83.46.136,30919,33555,0,952,1,1,0,2,0,2
83.125.104.102,133.173.143.91,26170,23404,0,1444,0,2,0,2,0,0
155.197.220.122,20.65.238.241,59914,48827,0,572,1,1,0,1,1,1
35.26.220.95,139.114.81.147,5152,32701,2,416,1,1,0,0,1,0
85.194.204.205,198.97.145.239,19184,23581,1,439,1,1,0,0,1,1
22.143.111.178,29.164.70.208,22141,32866,2,917,1,1,0,1,0,1
